Month,Day,Albedo - 1,COSMOS Neutron Counts (corrected) - count,D86 75M - cm,Soil Heat Flux 1 - W m-2,Soil Heat Flux 2 - W m-2,Longwave Radiation - Incoming - MJ m-2 day-1,Longwave Radiation - Outgoing - MJ m-2 day-1,Atmospheric Pressure - hPa,Potential Evaporation - mm,Precipitation (Pluvio) - mm,Absolute Humidity - g m-3,Relative Humidity - %,Net Radiation - MJ m-2 day-1,STP 01 Soil Temperature at 2cm - degC,STP 02 Soil Temperature at 5cm - degC,STP 03 Soil Temperature at 10cm - degC,STP 04 Soil Temperature at 20cm - degC,STP 05 Soil Temperature at 50cm - degC,Shortwave Radiation - Incoming - MJ m-2 day-1,Shortwave Radiation - Outgoing - MJ m-2 day-1,Air Temperature - degC,Air Temperature - Maximum - degC,Air Temperature - Minimum - degC,TDT 01 - Soil Temperature at 10cm - degC,TDT 02 - Soil Temperature at 10cm - degC,TDT 01 - Volumetric Water Content at 10cm - %,TDT 02 - Volumetric Water Content at 10cm - %,Wind Direction - deg,Wind Speed - m s-1
-0.343001475635261,-1.2178279061160402,1.546215071702634,0.6272710224799355,0.6151112160745001,-0.9645515610759716,-1.1687920731002666,-1.1443995818836914,-0.6636712323504226,0.5840707029023038,-0.22493572710910936,-0.30008421419039855,-1.0015524582378987,-0.6911623801195119,-0.4407016345615962,-0.08797498326586972,-0.08826907397806326,-0.03187339701449049,0.09192402011746141,0.12382280315869323,-0.09536322289479057,0.05641930818122407,-0.6442979471040527,-0.4259036555135339,-0.842258274821161,-0.06668734564449882,-0.06376517026469224,-0.7654761385271813,-0.8787667832940774,-1.7382894860304372,0.5032911991170128
-0.04145278497013819,1.4474004916495846,1.1809751687345473,0.3858605295400612,0.3703144342436869,-0.5129017099861627,-0.32793469620798155,0.13256428945426077,0.7014481200909423,0.1192780012630111,0.7401894242881106,-0.4346397417038598,-0.028840515813133336,-1.315165267928945,0.5335500317133263,1.1854610340499412,1.186181024591845,1.218850960832974,1.270000766866401,1.1193888087411306,0.6316180584880993,0.7894312537730779,0.7429936051989575,0.5625590481663634,0.8840130282868894,1.2239089318284533,1.2317305389463007,-1.1307634350426403,-1.3801148603396634,0.6357802112901784,0.06677212285187727
-0.04145278497013819,0.056846544989258646,0.5965913239856089,0.04305917701186563,0.03669631826206698,0.7517178730653022,0.832685345136299,0.46092642779830506,0.6104401632615166,-1.1685851095291728,1.2549228383666278,-0.34045087244443695,0.2364445593936216,-0.6911623801195119,1.5078016979882494,0.6041098087535928,0.6043668491577565,0.5650632283217998,0.5148233651042603,0.4793820908667064,1.2616685023532703,1.3595516559000749,0.6378957603275174,0.6883633922710775,0.6795861634451466,0.5923405407246679,0.5839826843408042,-0.39057601841921014,-0.6803165027968661,0.43734746762214577,0.17590189191816127
-0.343001475635261,-1.4495868972260946,0.4504953627983742,-0.8280498065832866,-0.8208059380345276,0.016173829861899188,0.16947389293956727,0.3514723816836232,-0.11762349137387701,-0.5682278699117683,-0.22493572710910936,-0.2731731086877063,-0.338339770221013,-0.36597777661318714,-0.26672812272678864,0.05044197513802278,0.05025811064910069,0.024977710160394562,0.0013027319060048474,-0.19618055577851878,-0.39827209013766135,-0.4322553222133451,-0.07676958479827592,-0.10240677067284007,0.33887472204224184,0.070610130682411,0.048886630536263735,1.080185991235137,0.740169715498961,0.5116325460209475,0.2850316609844448
-0.04145278497013819,-0.40667143723085003,0.15830344042390704,1.2442333438449487,1.2390486827889649,0.99689922079977,0.89190065336815,0.8257732481805771,1.292999839482199,-0.20026698111399366,0.41848104048903734,-0.19243979217962953,1.960797548237524,0.3898567072123246,0.3595765198785187,1.0470440756460486,1.047653839964681,1.0198720857208776,0.9377227100910592,0.6927176634915142,0.36505825531437286,0.30075662337850867,1.3105219675047344,1.227524867005567,1.224724469689794,1.0042329697053973,1.0345898875446278,-1.3326327304853935,-1.0772170637912883,-0.33094341170792907,-0.4788767224795423
1.7678393590205985,1.4474004916495846,-1.6678960744165245,-0.6187825167460622,-0.6277215101406248,-0.9129344352371364,-0.9319308401728623,0.13256428945426077,-1.255222951741681,1.3199924804978311,-1.1257192017465145,-0.4346397417038598,-0.7804815622322702,1.5587635252215448,-0.9974168724329805,-0.8907933420084463,-0.8917267448156143,-0.8562144510503192,-0.8142888619971075,-0.6584076297989355,-1.2706496277971293,-1.328158811270055,-1.3799828612041338,-1.5940868507715942,-0.842258274821161,-0.890472203605958,-0.8804907260716223,0.7725756362747511,0.8863962379705902,0.9339381286990681,-1.133655336877246
-0.9460988569655066,1.795038978314666,-0.6452243461058833,-0.31592726598901577,-0.3176376584894954,0.18392948883811394,0.12210164635408641,-0.3052518950044667,-0.4361513402768618,-2.224051869501716,-0.35361908062873865,-0.2866286614390524,-0.4709823078243901,0.01193946529956811,-0.24933077154330777,-0.5862760335198829,-0.5869669386358537,-0.600384468763338,-0.6028391895037077,-0.6584076297989355,-0.2286431244816539,-0.3508095504809169,-0.4130826883868844,-0.10240677067284007,-0.5469750256053102,-0.5609582604213744,-0.5988612240692323,1.1090244620126737,0.8237277283398918,-1.341423998694372,0.2850316609844448
-0.9460988569655066,0.983882509429476,-0.1338884819505622,-0.7529121464557875,-0.7530274946026726,-0.641944524583251,-0.6476973606599773,-1.655185130418873,-0.6636712323504226,-0.46171287578609643,0.09677265668996406,-0.4346397417038598,-1.3994800710480304,-1.605194779164315,-0.07535725970850016,-0.7246929919237752,-0.7254941232630174,-0.7140866831131073,-0.6330462855741938,-0.5161839147157302,0.37717461000408764,0.38220239511093695,-0.6442979471040527,-0.4259036555135339,-0.5015468334182562,-0.7257152320136661,-0.7396759750704274,1.070573167642625,0.7819487219194264,0.8922163723380975,0.8306805063158644
-0.343001475635261,-0.40667143723085003,0.5965913239856089,-0.7075868125656064,-0.7117384770405357,1.8485817971405525,1.8867178316632478,0.059594925377805336,1.4750157531410502,-0.2777324313872146,1.7053145756853305,-0.4211841889525137,0.6343721722037524,-1.236066310319298,1.2468414302360378,0.9086271172421562,0.9091266553375171,0.8493187641962235,0.696065941527174,0.2660465182418986,1.4676465320784224,1.6038889710973598,1.3735806744275987,1.7487142925822403,0.7931566439127814,0.9218544839092518,0.8656121863431939,0.8014141070522871,0.1657083772175605,-0.23630625703548294,-0.26061718434697456
0.5616445963601074,-0.9860689150059858,0.5965913239856089,1.940733554912244,1.961077296208871,-0.5516145543652892,-0.351620819500722,0.46092642779830506,0.9744719905792159,-0.20026698111399366,0.5471643940086665,-0.4346397417038598,0.7228005306060044,-0.6208521955776029,0.2899871151445959,1.4069281674961693,1.4078245199953074,1.4746809431199557,1.5720717275712575,1.6882836690739516,0.38929096469380264,0.6265397103082213,1.0162480018647022,0.9759161787961388,0.7023002595386734,1.4435848939515092,1.4570341405482121,-1.5152763787431232,-1.5576756376266419,0.405801749397997,-0.3697469534132586
